id,order_id,customer_email,product_name,category,product_price,sku,supplier_name,return_reason,days_since_purchase,warehouse_location,repair_cost,damage_level,salvage_value_percent,resale_value,holding_cost,transport_cost,net_recovery_value,recommended_action,routing_destination,fraud_risk,priority_level,reuse_possible,recycling_needed,waste_reduction
109,ORD-97260,cust4646@example.com,Action Figure Set,Toys,282.05,SKU-0109,FashionHub India,Battery drains in one hour,6,Kolkata,19.51,Moderate Damage,53.1,149.77,3.38,14.1,112.78,Refurbish,Repair Center,Low,Medium,True,False,Medium
110,ORD-81663,cust5450@example.com,Yoga Mat,Sports,901.44,SKU-0110,FashionHub India,Duplicate order placed,30,Kolkata,0,No Damage,85.5,770.73,54.09,45.07,671.57,Restock,Main Warehouse,Low,High,True,False,Low
111,ORD-61627,cust6435@example.com,Wireless Gaming Mouse,Electronics,2066.95,SKU-0111,TechVista Ltd,Battery drains in one hour,21,Delhi,44.06,Moderate Damage,50.9,1052.08,86.81,103.35,817.86,Refurbish,Repair Center,Low,Medium,True,False,Medium
112,ORD-96764,cust9708@example.com,Protein Powder,Beauty,1018.91,SKU-0112,FashionHub India,Product stopped working entirely,10,Chennai,115.96,Severe Damage,13.5,137.55,20.38,50.95,-49.74,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
113,ORD-86154,cust9560@example.com,Office Chair,Furniture,8132.71,SKU-0113,BookBazaar,Screen cracked during delivery,6,Jaipur,1532.09,Severe Damage,14.1,1146.71,97.59,406.64,-889.61,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
114,ORD-28643,cust3151@example.com,Instant Pot,Home & Kitchen,3699.27,SKU-0114,TechVista Ltd,Received damaged packaging,18,Ahmedabad,0,Minor Damage,74.3,2748.56,133.17,184.96,2430.43,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
115,ORD-74324,cust8378@example.com,Board Game,Toys,648.05,SKU-0115,FashionHub India,Received damaged packaging,28,Surat,0,Minor Damage,72.8,471.78,36.29,32.4,403.09,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
116,ORD-57075,cust4121@example.com,Board Game,Toys,664.16,SKU-0116,FashionHub India,"Changed my mind, don't need it",8,Delhi,0,No Damage,88.8,589.77,10.63,33.21,545.93,Restock,Main Warehouse,High,High,True,False,Low
117,ORD-59366,cust3588@example.com,Badminton Set,Sports,774.15,SKU-0117,SportGear India,Water damage inside device,2,Bangalore,64.29,Severe Damage,14.7,113.8,3.1,38.71,7.7,Liquidate,Liquidation Partner,Medium,High,False,True,High
118,ORD-13292,cust3118@example.com,Laptop Backpack,Electronics,1555.11,SKU-0118,GlobalImports,Wrong item delivered,10,Kolkata,0,No Damage,88.5,1376.27,31.1,77.76,1267.41,Restock,Main Warehouse,Medium,High,True,False,Low
119,ORD-29125,cust8049@example.com,Smart Watch,Electronics,6021.51,SKU-0119,FashionHub India,Wrong color delivered,22,Jaipur,0,No Damage,86.7,5220.65,264.95,301.08,4654.62,Restock,Main Warehouse,Low,High,True,False,Low
120,ORD-88303,cust4704@example.com,Yoga Mat,Sports,835.42,SKU-0120,AutoParts India,Minor scratch on the surface,28,Surat,0,Minor Damage,72.8,608.19,46.78,41.77,519.64,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
121,ORD-38976,cust3832@example.com,Badminton Set,Sports,911.06,SKU-0121,FurniWorld,Water damage inside device,28,Pune,2.33,Severe Damage,10.8,98.39,51.02,45.55,-0.51,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
122,ORD-17057,cust5723@example.com,Coffee Table,Furniture,5356.1,SKU-0122,TechVista Ltd,Product stopped working entirely,3,Pune,696.87,Severe Damage,14.6,781.99,32.14,267.81,-214.83,Scrap / E-Waste,Recycling Unit,Low,High,False,True,High
123,ORD-88015,cust9080@example.com,Board Game,Toys,643.04,SKU-0123,HomeDecor Co,Cosmetic damage on body,9,Kolkata,0,Minor Damage,75.7,486.78,11.57,32.15,443.06,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
124,ORD-39273,cust4591@example.com,Badminton Set,Sports,949.11,SKU-0124,HomeDecor Co,Device shattered when dropped,17,Kolkata,191.38,Severe Damage,12.4,117.69,32.27,47.46,-153.42,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
125,ORD-16778,cust9177@example.com,Bluetooth Headphones,Electronics,3182.76,SKU-0125,FashionHub India,Minor scratch on the surface,6,Delhi,0,Minor Damage,76.1,2422.08,38.19,159.14,2224.75,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
126,ORD-91955,cust6465@example.com,Coffee Table,Furniture,5487.04,SKU-0126,FurniWorld,Wrong item delivered,22,Hyderabad,0,No Damage,86.7,4757.26,241.43,274.35,4241.48,Restock,Main Warehouse,Low,High,True,False,Low
127,ORD-90131,cust7272@example.com,Car Seat Cover,Automotive,2327.97,SKU-0127,SportGear India,Minor scratch on the surface,7,Ahmedabad,0,Minor Damage,76.0,1769.26,32.59,116.4,1620.27,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
128,ORD-27331,cust7802@example.com,Car Seat Cover,Automotive,1910.9,SKU-0128,TechVista Ltd,Cosmetic damage on body,14,Bangalore,0,Minor Damage,74.9,1431.26,53.51,95.55,1282.2,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
129,ORD-95032,cust3632@example.com,Protein Powder,Beauty,987.7,SKU-0129,FurniWorld,Screen cracked during delivery,20,Mumbai,207.5,Severe Damage,12.0,118.52,39.51,49.39,-177.88,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
130,ORD-48079,cust7946@example.com,Running Shoes,Sports,2008.5,SKU-0130,SportGear India,Device shattered when dropped,11,Mumbai,75.8,Severe Damage,13.3,267.13,44.19,100.43,46.71,Liquidate,Liquidation Partner,High,Low,False,True,High
131,ORD-39454,cust5932@example.com,Laptop Backpack,Electronics,1415.12,SKU-0131,HomeDecor Co,Screen cracked during delivery,2,Chennai,57.94,Severe Damage,14.7,208.02,5.66,70.76,73.66,Liquidate,Liquidation Partner,Medium,High,False,True,High
132,ORD-54220,cust2044@example.com,Denim Jacket,Clothing,1654.33,SKU-0132,FashionHub India,Received damaged packaging,3,Delhi,0,Minor Damage,76.5,1265.56,9.93,82.72,1172.91,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
133,ORD-53457,cust5446@example.com,Board Game,Toys,579.3,SKU-0133,SportGear India,Device shattered when dropped,19,Bangalore,122.98,Severe Damage,12.2,70.67,22.01,28.96,-103.28,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
134,ORD-88267,cust6799@example.com,Running Shoes,Sports,2093.3,SKU-0134,GlobalImports,Wrong item delivered,17,Jaipur,0,No Damage,87.5,1831.64,71.17,104.67,1655.8,Restock,Main Warehouse,Low,High,True,False,Low
135,ORD-57778,cust4646@example.com,Badminton Set,Sports,1000.81,SKU-0135,TechVista Ltd,"Changed my mind, don't need it",7,Jaipur,0,No Damage,89.0,890.72,14.01,50.04,826.67,Restock,Main Warehouse,Low,High,True,False,Low
136,ORD-33770,cust5218@example.com,LED TV 32 inch,Electronics,15825.37,SKU-0136,BookBazaar,Product stopped working entirely,27,Bangalore,2816.56,Severe Damage,10.9,1724.97,854.57,791.27,-2737.43,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
137,ORD-31583,cust9083@example.com,Python Book,Books,635.48,SKU-0137,GlobalImports,"Packaging damage only, product fine",4,Delhi,0,Minor Damage,76.4,485.51,5.08,31.77,448.66,Repack and Discount,Discount Inventory Zone,High,High,True,False,Medium
138,ORD-67376,cust2108@example.com,Python Book,Books,558.99,SKU-0138,BookBazaar,Water damage inside device,22,Surat,88.44,Severe Damage,11.7,65.4,24.6,27.95,-75.59,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
139,ORD-32932,cust8133@example.com,Coffee Table,Furniture,4769.22,SKU-0139,HomeDecor Co,"Changed my mind, don't need it",13,Jaipur,0,No Damage,88.0,4196.91,124.0,238.46,3834.45,Restock,Main Warehouse,Low,High,True,False,Low
140,ORD-74048,cust4287@example.com,Cookware Set,Home & Kitchen,1311.64,SKU-0140,TechVista Ltd,Battery drains in one hour,11,Bangalore,68.63,Moderate Damage,52.4,687.3,28.86,65.58,524.23,Refurbish,Repair Center,High,Medium,True,False,Medium
141,ORD-90415,cust5275@example.com,Board Game,Toys,722.3,SKU-0141,FurniWorld,Minor scratch on the surface,29,Hyderabad,0,Minor Damage,72.7,525.11,41.89,36.12,447.1,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
142,ORD-46351,cust3791@example.com,Denim Jacket,Clothing,1612.95,SKU-0142,SportGear India,"Product is defective, stopped working after 2 days",9,Chennai,163.35,Moderate Damage,52.6,848.41,29.03,80.65,575.38,Refurbish,Repair Center,Low,Medium,True,False,Medium
143,ORD-22836,cust8743@example.com,Action Figure Set,Toys,287.31,SKU-0143,FurniWorld,"Changed my mind, don't need it",20,Jaipur,0,No Damage,87.0,249.96,11.49,14.37,224.1,Restock,Main Warehouse,Low,High,True,False,Low
144,ORD-58104,cust7775@example.com,Laptop Backpack,Electronics,1699.31,SKU-0144,SportGear India,Doesn't fit my use case,15,Surat,0,No Damage,87.8,1491.99,50.98,84.97,1356.04,Restock,Main Warehouse,Low,High,True,False,Low
145,ORD-66646,cust2841@example.com,Office Chair,Furniture,7704.53,SKU-0145,SportGear India,Size doesn't fit properly,7,Delhi,0,No Damage,89.0,6857.03,107.86,385.23,6363.94,Restock,Main Warehouse,Low,High,True,False,Low
146,ORD-97909,cust4499@example.com,LED TV 32 inch,Electronics,17201.68,SKU-0146,HomeDecor Co,"Product is defective, stopped working after 2 days",28,Chennai,2117.85,Moderate Damage,49.8,8566.44,963.29,860.08,4625.22,Refurbish,Repair Center,Low,Low,True,False,Medium
147,ORD-83836,cust7492@example.com,Wireless Gaming Mouse,Electronics,2023.45,SKU-0147,FashionHub India,Product stopped working entirely,30,Kolkata,11.93,Severe Damage,10.5,212.46,121.41,101.17,-22.05,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
148,ORD-78682,cust9460@example.com,Yoga Mat,Sports,885.16,SKU-0148,BookBazaar,"Packaging damage only, product fine",13,Mumbai,0,Minor Damage,75.0,663.87,23.01,44.26,596.6,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
149,ORD-33279,cust4054@example.com,Cookware Set,Home & Kitchen,1318.04,SKU-0149,FurniWorld,Received damaged packaging,14,Bangalore,0,Minor Damage,74.9,987.21,36.91,65.9,884.4,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
150,ORD-51477,cust6743@example.com,Office Chair,Furniture,7747.88,SKU-0150,AutoParts India,Size doesn't fit properly,19,Jaipur,0,No Damage,87.2,6756.15,294.42,387.39,6074.34,Restock,Main Warehouse,Low,High,True,False,Low
151,ORD-50006,cust1117@example.com,Yoga Mat,Sports,711.2,SKU-0151,AutoParts India,Device shattered when dropped,3,Jaipur,73.81,Severe Damage,14.6,103.84,4.27,35.56,-9.8,Scrap / E-Waste,Recycling Unit,High,High,False,True,High
152,ORD-81304,cust3636@example.com,Protein Powder,Beauty,1072.76,SKU-0152,GlobalImports,Duplicate order placed,9,Bangalore,0,No Damage,88.7,951.54,19.31,53.64,878.59,Restock,Main Warehouse,Low,High,True,False,Low
153,ORD-29437,cust7525@example.com,Python Book,Books,518.96,SKU-0153,FurniWorld,Doesn't fit my use case,17,Hyderabad,0,No Damage,87.5,454.09,17.64,25.95,410.5,Restock,Main Warehouse,Low,High,True,False,Low
154,ORD-59307,cust7287@example.com,Smart Watch,Electronics,5692.7,SKU-0154,FashionHub India,"Packaging damage only, product fine",4,Surat,0,Minor Damage,76.4,4349.22,45.54,284.63,4019.05,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
155,ORD-78776,cust9245@example.com,Laptop Backpack,Electronics,1662.78,SKU-0155,HomeDecor Co,Duplicate order placed,9,Surat,0,No Damage,88.7,1474.89,29.93,83.14,1361.82,Restock,Main Warehouse,Low,High,True,False,Low
156,ORD-72894,cust1161@example.com,Smart Watch,Electronics,6755.27,SKU-0156,FurniWorld,Quality much lower than expected,4,Pune,1637.63,Moderate Damage,53.4,3607.31,54.04,337.76,1577.88,Refurbish,Repair Center,Low,High,True,False,Medium
157,ORD-36546,cust1646@example.com,Wireless Gaming Mouse,Electronics,1635.46,SKU-0157,TechVista Ltd,Received damaged packaging,5,Hyderabad,0,Minor Damage,76.2,1246.22,16.35,81.77,1148.1,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
158,ORD-35877,cust8664@example.com,Python Book,Books,618.33,SKU-0158,TechVista Ltd,Cosmetic damage on body,14,Delhi,0,Minor Damage,74.9,463.13,17.31,30.92,414.9,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
159,ORD-42612,cust5768@example.com,Denim Jacket,Clothing,1650.47,SKU-0159,FurniWorld,Size doesn't fit properly,11,Kolkata,0,No Damage,88.3,1457.37,36.31,82.52,1338.54,Restock,Main Warehouse,High,High,True,False,Low
160,ORD-78912,cust4961@example.com,Action Figure Set,Toys,281.46,SKU-0160,BookBazaar,"Changed my mind, don't need it",2,Mumbai,0,No Damage,89.7,252.47,1.13,14.07,237.27,Restock,Main Warehouse,Low,High,True,False,Low
161,ORD-66652,cust3898@example.com,Cotton T-Shirt,Clothing,447.96,SKU-0161,BookBazaar,Size doesn't fit properly,30,Surat,0,No Damage,85.5,383.01,26.88,22.4,333.73,Restock,Main Warehouse,Medium,High,True,False,Low
162,ORD-91587,cust8561@example.com,Protein Powder,Beauty,1010.98,SKU-0162,GlobalImports,Duplicate order placed,18,Mumbai,0,No Damage,87.3,882.59,36.4,50.55,795.64,Restock,Main Warehouse,High,High,True,False,Low
163,ORD-37385,cust1030@example.com,Office Chair,Furniture,8147.19,SKU-0163,AutoParts India,Wrong item delivered,25,Kolkata,0,No Damage,86.2,7022.88,407.36,407.36,6208.16,Restock,Main Warehouse,Low,High,True,False,Low
164,ORD-93504,cust7030@example.com,Running Shoes,Sports,1687.89,SKU-0164,TechVista Ltd,Wrong color delivered,17,Hyderabad,0,No Damage,87.5,1476.9,57.39,84.39,1335.12,Restock,Main Warehouse,Medium,High,True,False,Low
165,ORD-95323,cust8401@example.com,Coffee Table,Furniture,4469.2,SKU-0165,FashionHub India,Cosmetic damage on body,29,Kolkata,0,Minor Damage,72.7,3249.11,259.21,223.46,2766.44,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
166,ORD-31263,cust8511@example.com,Face Cream SPF,Beauty,353.32,SKU-0166,BookBazaar,Screen cracked during delivery,23,Delhi,60.69,Severe Damage,11.6,40.99,16.25,17.67,-53.62,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
167,ORD-36568,cust2001@example.com,Python Book,Books,612.71,SKU-0167,BookBazaar,Product not as described in listing,10,Bangalore,0,Minor Damage,75.5,462.6,12.25,30.64,419.71,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
168,ORD-98166,cust6684@example.com,Instant Pot,Home & Kitchen,4011.63,SKU-0168,AutoParts India,Received damaged packaging,1,Kolkata,0,Minor Damage,76.8,3080.93,8.02,200.58,2872.33,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
169,ORD-31377,cust6305@example.com,Laptop Backpack,Electronics,1409.99,SKU-0169,FashionHub India,"Dead on arrival, never worked",15,Bangalore,154.29,Severe Damage,12.8,180.48,42.3,70.5,-86.61,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
170,ORD-12942,cust6629@example.com,Board Game,Toys,584.54,SKU-0170,TechVista Ltd,Screen cracked during delivery,18,Mumbai,142.94,Severe Damage,12.3,71.9,21.04,29.23,-121.31,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
171,ORD-58406,cust1993@example.com,Board Game,Toys,601.04,SKU-0171,AutoParts India,Screen cracked during delivery,18,Kolkata,132.77,Severe Damage,12.3,73.93,21.64,30.05,-110.53,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
172,ORD-57069,cust8758@example.com,Running Shoes,Sports,2076.42,SKU-0172,FurniWorld,Battery drains in one hour,27,Pune,416.05,Moderate Damage,50.0,1038.21,112.13,103.82,406.21,Refurbish,Repair Center,Medium,Low,True,False,Medium
173,ORD-87045,cust3216@example.com,Denim Jacket,Clothing,1275.63,SKU-0173,GlobalImports,Doesn't fit my use case,7,Delhi,0,No Damage,89.0,1135.31,17.86,63.78,1053.67,Restock,Main Warehouse,Low,High,True,False,Low
174,ORD-49936,cust3059@example.com,Denim Jacket,Clothing,1386.37,SKU-0174,HomeDecor Co,Water damage inside device,23,Kolkata,260.5,Severe Damage,11.6,160.82,63.77,69.32,-232.77,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
175,ORD-70374,cust4833@example.com,Denim Jacket,Clothing,1302.87,SKU-0175,FurniWorld,Device shattered when dropped,19,Bangalore,245.16,Severe Damage,12.2,158.95,49.51,65.14,-200.86,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
176,ORD-53660,cust6109@example.com,Yoga Mat,Sports,860.52,SKU-0176,HomeDecor Co,Battery drains in one hour,23,Jaipur,199.75,Moderate Damage,50.5,434.56,39.58,43.03,152.2,Refurbish,Repair Center,Low,Medium,True,False,Medium
177,ORD-85340,cust5872@example.com,Running Shoes,Sports,1696.95,SKU-0177,TechVista Ltd,"Packaging damage only, product fine",26,Surat,0,Minor Damage,73.1,1240.47,88.24,84.85,1067.38,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
178,ORD-18615,cust5187@example.com,Yoga Mat,Sports,855.77,SKU-0178,BookBazaar,Cosmetic damage on body,13,Jaipur,0,Minor Damage,75.0,641.83,22.25,42.79,576.79,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
179,ORD-91526,cust9777@example.com,Cotton T-Shirt,Clothing,526.0,SKU-0179,HomeDecor Co,Product not as described in listing,9,Delhi,0,Minor Damage,75.7,398.18,9.47,26.3,362.41,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
180,ORD-79117,cust6625@example.com,LED TV 32 inch,Electronics,13641.07,SKU-0180,TechVista Ltd,Water damage inside device,24,Delhi,1450.59,Severe Damage,11.4,1555.08,654.77,682.05,-1232.33,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
181,ORD-14366,cust7968@example.com,LED TV 32 inch,Electronics,14642.51,SKU-0181,SportGear India,Product stopped working entirely,16,Kolkata,1851.19,Severe Damage,12.6,1844.96,468.56,732.13,-1206.92,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
182,ORD-77098,cust3882@example.com,Cookware Set,Home & Kitchen,1234.51,SKU-0182,FashionHub India,Duplicate order placed,29,Mumbai,0,No Damage,85.7,1057.98,71.6,61.73,924.65,Restock,Main Warehouse,Medium,High,True,False,Low
183,ORD-78118,cust1157@example.com,Board Game,Toys,555.7,SKU-0183,GlobalImports,Wrong color delivered,8,Bangalore,0,No Damage,88.8,493.46,8.89,27.79,456.78,Restock,Main Warehouse,Medium,High,True,False,Low
184,ORD-93988,cust5150@example.com,Car Seat Cover,Automotive,2222.6,SKU-0184,HomeDecor Co,Battery drains in one hour,30,Surat,251.54,Moderate Damage,49.5,1100.19,133.36,111.13,604.16,Refurbish,Repair Center,Low,Low,True,False,Medium
185,ORD-64843,cust4251@example.com,Python Book,Books,552.13,SKU-0185,BookBazaar,Product stopped working entirely,2,Hyderabad,30.51,Severe Damage,14.7,81.16,2.21,27.61,20.83,Liquidate,Liquidation Partner,Low,High,False,True,High
186,ORD-76282,cust1301@example.com,Smart Watch,Electronics,6608.18,SKU-0186,GlobalImports,Received damaged packaging,8,Ahmedabad,0,Minor Damage,75.8,5009.0,105.73,330.41,4572.86,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
187,ORD-42188,cust3016@example.com,Office Chair,Furniture,10247.91,SKU-0187,FurniWorld,Size doesn't fit properly,3,Bangalore,0,No Damage,89.5,9171.88,61.49,512.4,8597.99,Restock,Main Warehouse,Low,High,True,False,Low
188,ORD-65642,cust7279@example.com,Denim Jacket,Clothing,1635.71,SKU-0188,TechVista Ltd,Screen cracked during delivery,10,Pune,22.59,Severe Damage,13.5,220.82,32.71,81.79,83.73,Liquidate,Liquidation Partner,Low,Low,False,True,High
189,ORD-88744,cust1166@example.com,Cookware Set,Home & Kitchen,1347.02,SKU-0189,FashionHub India,Screen cracked during delivery,2,Pune,130.46,Severe Damage,14.7,198.01,5.39,67.35,-5.19,Scrap / E-Waste,Recycling Unit,Medium,High,False,True,High
190,ORD-90326,cust1919@example.com,Office Chair,Furniture,7919.8,SKU-0190,AutoParts India,Cosmetic damage on body,30,Delhi,0,Minor Damage,72.5,5741.85,475.19,395.99,4870.67,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
191,ORD-65598,cust7347@example.com,Board Game,Toys,629.3,SKU-0191,TechVista Ltd,"Changed my mind, don't need it",4,Pune,0,No Damage,89.4,562.59,5.03,31.46,526.1,Restock,Main Warehouse,Low,High,True,False,Low
192,ORD-99124,cust3004@example.com,Running Shoes,Sports,1661.78,SKU-0192,BookBazaar,Wrong item delivered,23,Hyderabad,0,No Damage,86.5,1437.44,76.44,83.09,1277.91,Restock,Main Warehouse,Low,High,True,False,Low
